dscName,cmpLongName,dscCurrentActivityStatus,dscHcType,wlbName,nmaName,fldName,dscDateFromInclInField,dscDiscoveryYear,dscResInclInDiscoveryName,dscOwnerKind,dscOwnerName,dscNpdidDiscovery,fldNpdidField,wlbNpdidWellbore,dscFactPageUrl,dscFactMapUrl,dscDateUpdated,dscDateUpdatedMax,DatesyncNPD
6506/12-3 Smørbukk Sør,Equinor Energy AS,Included in other discovery,OIL,6506/12-3,Norwegian Sea,ÅSGARD,14.06.1996,1985,6507/11-1 Midgard,BUSINESS ARRANGEMENT AREA,ÅSGARD UNIT,45846,43765,468,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45846,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43765,03.10.2019,12.12.2019,24.01.2020
6506/6-1 (Victoria),,Production is unlikely,GAS,6506/6-1,Norwegian Sea,,,2000,,,,1340823,,4122,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1340823,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=1340823,03.10.2019,03.10.2019,24.01.2020
6506/9-2 S (Fogelberg),Spirit Energy Norway AS,Production is unlikely,GAS/CONDENSATE,6506/9-2 S,Norwegian Sea,,,2010,,PRODUCTION LICENSE,433,18086230,,6332,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=18086230,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=18086230,09.01.2020,10.01.2020,24.01.2020
6506/9-3 (Smørbukk Nord),Equinor Energy AS,Included in other discovery,GAS/CONDENSATE,6506/9-3,Norwegian Sea,ÅSGARD,25.06.2014,2013,6507/11-1 Midgard,BUSINESS ARRANGEMENT AREA,ÅSGARD UNIT,23465876,43765,7207,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23465876,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43765,03.10.2019,11.12.2019,24.01.2020
6507/10-2 S (Novus),PGNiG Upstream Norway AS,Production is unlikely,OIL/GAS,6507/10-2 S,Norwegian Sea,,,2014,,PRODUCTION LICENSE,887,24218006,,7300,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=24218006,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=24218006,03.10.2019,03.10.2019,24.01.2020
6507/11-1 Midgard,Equinor Energy AS,Producing,OIL/GAS,6507/11-1,Norwegian Sea,ÅSGARD,14.06.1996,1981,,BUSINESS ARRANGEMENT AREA,ÅSGARD UNIT,44912,43765,68,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44912,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43765,03.10.2019,03.10.2019,24.01.2020
6507/11-6 Sigrid,Equinor Energy AS,"Production likely, but unclarified",GAS/CONDENSATE,6507/11-6,Norwegian Sea,,,2001,,PRODUCTION LICENSE,263,1630057,,4321,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1630057,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=1630057,03.10.2019,03.10.2019,24.01.2020
6507/11-8,Equinor Energy AS,Shut down,GAS,6507/11-8,Norwegian Sea,YTTERGRYTA,21.05.2008,2007,,PRODUCTION LICENSE,062,4475288,4973114,5562,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4475288,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=4973114,03.10.2019,03.10.2019,24.01.2020
6507/11-9 (Natalia),Equinor Energy AS,"Production likely, but unclarified",GAS,6507/11-9,Norwegian Sea,,,2008,,PRODUCTION LICENSE,263,4972689,,5766,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4972689,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=4972689,09.01.2020,09.01.2020,24.01.2020
6507/2-2 Marulk,Vår Energi AS,Producing,GAS,6507/2-2,Norwegian Sea,MARULK,15.07.2010,1992,,PRODUCTION LICENSE,122,44918,18212090,1840,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44918,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=18212090,03.10.2019,03.01.2020,24.01.2020
6507/2-5 S (Ørn),Equinor Energy AS,Production not evaluated,GAS,6507/2-5 S,Norwegian Sea,,,2019,,PRODUCTION LICENSE,942,34975034,,8775,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=34975034,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=34975034,03.10.2019,03.10.2019,24.01.2020
6507/3-1 Alve,Equinor Energy AS,Producing,GAS/CONDENSATE,6507/3-1,Norwegian Sea,ALVE,16.03.2007,1990,,PRODUCTION LICENSE,159 B,44924,4444332,1533,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44924,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=4444332,03.10.2019,03.01.2020,24.01.2020
6507/3-10 (Klara),,Production is unlikely,OIL,6507/3-10,Norwegian Sea,,,2013,,,,23465884,,7212,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23465884,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=23465884,03.10.2019,03.10.2019,24.01.2020
6507/3-12 (Osprey),Equinor Energy AS,Production not evaluated,GAS,6507/3-12,Norwegian Sea,,,2017,,PRODUCTION LICENSE,159 B,29382152,,8097,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=29382152,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=29382152,03.10.2019,03.01.2020,24.01.2020
6507/3-13,Equinor Energy AS,Production not evaluated,OIL/GAS,6507/3-13,Norwegian Sea,,,2019,,PRODUCTION LICENSE,159 B,34781361,,8720,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=34781361,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=34781361,03.10.2019,03.01.2020,24.01.2020
6507/3-3 (Idun),Aker BP ASA,Included in other discovery,GAS,6507/3-3,Norwegian Sea,SKARV,18.12.2007,1999,6507/5-1 Skarv,BUSINESS ARRANGEMENT AREA,SKARV UNIT,105867,4704482,3668,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=105867,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=4704482,03.10.2019,18.11.2019,24.01.2020
6507/3-5 S,Equinor Energy AS,Included in other discovery,OIL/GAS,6507/3-5 S,Norwegian Sea,ALVE,05.12.2008,2008,6507/3-1 Alve,PRODUCTION LICENSE,159 B,4972713,4444332,5307,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4972713,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=4444332,03.10.2019,03.01.2020,24.01.2020
6507/3-7 (Idun Nord),Aker BP ASA,"Production likely, but unclarified",GAS,6507/3-7,Norwegian Sea,,,2009,,PRODUCTION LICENSE,159 D,5818184,,6123,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5818184,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=5818184,03.10.2019,18.11.2019,24.01.2020
6507/3-8 (Gjøk),Equinor Energy AS,Production in clarification phase,GAS,6507/3-8,Norwegian Sea,,,2009,,PRODUCTION LICENSE,159 B,17341840,,6258,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=17341840,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=17341840,03.10.2019,03.01.2020,24.01.2020
6507/3-9 S,Aker BP ASA,Included in other discovery,GAS,6507/3-9 S,Norwegian Sea,ÆRFUGL,06.04.2018,2012,6507/5-3 Ærfugl,BUSINESS ARRANGEMENT AREA,SKARV UNIT,21695900,33310197,6951,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21695900,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=33310197,03.10.2019,18.11.2019,24.01.2020
6507/5-1 Skarv,Aker BP ASA,Producing,OIL/GAS,6507/5-1,Norwegian Sea,SKARV,18.12.2007,1998,,BUSINESS ARRANGEMENT AREA,SKARV UNIT,45801,4704482,3683,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45801,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=4704482,03.10.2019,18.11.2019,24.01.2020
6507/5-3 Ærfugl,Aker BP ASA,Approved for production,GAS,6507/5-3,Norwegian Sea,ÆRFUGL,06.04.2018,2000,,BUSINESS ARRANGEMENT AREA,SKARV UNIT,1036252,33310197,4059,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1036252,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=33310197,03.10.2019,18.11.2019,24.01.2020
6507/5-9 S (Shrek),PGNiG Upstream Norway AS,Production not evaluated,OIL/GAS,6507/5-9 S,Norwegian Sea,,,2019,,PRODUCTION LICENSE,838,35315268,,8866,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=35315268,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=35315268,22.10.2019,05.11.2019,24.01.2020
6507/7-13,ConocoPhillips Skandinavia AS,"Production likely, but unclarified",OIL,6507/7-13,Norwegian Sea,,,2001,,PRODUCTION LICENSE,095,1628221,,4213,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1628221,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=1628221,09.01.2020,10.01.2020,24.01.2020
6507/7-14 S Dvalin,Wintershall Dea Norge AS,Approved for production,GAS,6507/7-14 S,Norwegian Sea,DVALIN,21.03.2017,2010,,PRODUCTION LICENSE,435,18229140,29393934,6367,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=18229140,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=29393934,18.11.2019,18.11.2019,24.01.2020
6507/7-15 S Dvalin,Wintershall Dea Norge AS,Included in other discovery,GAS,6507/7-15 S,Norwegian Sea,DVALIN,21.03.2017,2012,6507/7-14 S Dvalin,PRODUCTION LICENSE,435,21667407,29393934,6730,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21667407,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=29393934,18.11.2019,18.11.2019,24.01.2020
6507/7-16 S (Canela),DNO Norge AS,Production is unlikely,OIL/GAS,6507/7-16 S,Norwegian Sea,,,2019,,PRODUCTION LICENSE,888,35392734,,8909,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=35392734,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=35392734,09.01.2020,09.01.2020,24.01.2020
6507/7-2 Heidrun,Equinor Energy AS,Producing,OIL/GAS,6507/7-2,Norwegian Sea,HEIDRUN,14.05.1991,1985,,BUSINESS ARRANGEMENT AREA,HEIDRUN UNIT,44930,43771,464,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44930,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43771,03.10.2019,03.10.2019,24.01.2020
6507/8-4 Heidrun Nord,Equinor Energy AS,Included in other discovery,OIL/GAS,6507/8-4,Norwegian Sea,HEIDRUN,15.11.1999,1990,6507/7-2 Heidrun,BUSINESS ARRANGEMENT AREA,HEIDRUN UNIT,44936,43771,1340,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44936,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43771,03.10.2019,03.10.2019,24.01.2020
6507/8-9 (Carmen),Equinor Energy AS,"Production likely, but unclarified",GAS,6507/8-9,Norwegian Sea,,,2017,,PRODUCTION LICENSE,124,29491636,,8218,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=29491636,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=29491636,03.10.2019,03.10.2019,24.01.2020
6508/1-2,Capricorn Norge AS,Production is unlikely,OIL/GAS,6508/1-2,Norwegian Sea,,,2011,,PRODUCTION LICENSE,758,21077280,,6551,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21077280,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=21077280,03.10.2019,03.10.2019,24.01.2020
6603/12-1 (Gro),,Production is unlikely,GAS,6603/12-1,Norwegian Sea,,,2009,,,,5798448,,5985,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5798448,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=5798448,03.10.2019,03.10.2019,24.01.2020
6604/10-1,Wintershall Dea Norge AS,Production is unlikely,GAS,6604/10-1,Norwegian Sea,,,2010,,PRODUCTION LICENSE,944,20472522,,6356,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=20472522,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=20472522,18.11.2019,21.11.2019,24.01.2020
6604/5-1 (Balderbrå),Wintershall Dea Norge AS,Production not evaluated,GAS,6604/5-1,Norwegian Sea,,,2018,,PRODUCTION LICENSE,894,31164612,,8318,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=31164612,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=31164612,18.11.2019,21.11.2019,24.01.2020
6605/8-1,,Production is unlikely,GAS,6605/8-1,Norwegian Sea,,,2005,,,,3490643,,4984,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=3490643,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=3490643,03.10.2019,03.10.2019,24.01.2020
6607/12-2 S (Alve Nord),Aker BP ASA,"Production likely, but unclarified",OIL/GAS,6607/12-2 S,Norwegian Sea,,,2011,,PRODUCTION LICENSE,127 C,21104629,,6642,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21104629,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=21104629,03.10.2019,03.10.2019,24.01.2020
6607/12-3,Equinor Energy AS,Production is unlikely,GAS,6607/12-3,Norwegian Sea,,,2012,,PRODUCTION LICENSE,943,22528465,,7039,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=22528465,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=22528465,03.10.2019,03.10.2019,24.01.2020
6608/10-11 S (Trost),Equinor Energy AS,Included in other discovery,GAS,6608/10-11 S,Norwegian Sea,URD,24.11.2010,2006,6608/10-6 Svale,PRODUCTION LICENSE,128,4055854,2834734,5386,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4055854,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=2834734,03.10.2019,03.10.2019,24.01.2020
6608/10-12 Skuld,Equinor Energy AS,Producing,OIL,6608/10-12,Norwegian Sea,SKULD,20.01.2012,2008,,PRODUCTION LICENSE,128,5818165,21350124,5949,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5818165,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=21350124,03.10.2019,03.10.2019,24.01.2020
6608/10-14 S Skuld,Equinor Energy AS,Included in other discovery,OIL/GAS,6608/10-14 S,Norwegian Sea,SKULD,20.01.2012,2010,6608/10-12 Skuld,PRODUCTION LICENSE,128,18086080,21350124,6306,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=18086080,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=21350124,03.10.2019,03.10.2019,24.01.2020
6608/10-15 (Svale Nord),Equinor Energy AS,Included in other discovery,OIL,6608/10-15,Norwegian Sea,URD,08.12.2016,2013,6608/10-6 Svale,PRODUCTION LICENSE,128,23761901,2834734,7245,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23761901,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=2834734,03.10.2019,03.10.2019,24.01.2020
6608/10-17 S (Cape Vulture),Equinor Energy AS,"Production likely, but unclarified",OIL/GAS,6608/10-17 S,Norwegian Sea,,,2017,,PRODUCTION LICENSE,128,28975188,,8065,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=28975188,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=28975188,09.01.2020,09.01.2020,24.01.2020
6608/10-2 Norne,Equinor Energy AS,Producing,OIL/GAS,6608/10-2,Norwegian Sea,NORNE,09.03.1995,1992,,BUSINESS ARRANGEMENT AREA,NORNE INSIDE,44942,43778,1782,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44942,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43778,03.10.2019,03.10.2019,24.01.2020
6608/10-4,Equinor Energy AS,Included in other discovery,OIL,6608/10-4,Norwegian Sea,NORNE,17.01.1997,1994,6608/10-2 Norne,BUSINESS ARRANGEMENT AREA,NORNE INSIDE,44948,43778,2256,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44948,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43778,03.10.2019,03.10.2019,24.01.2020
6608/10-6 Svale,Equinor Energy AS,Producing,OIL,6608/10-6,Norwegian Sea,URD,02.07.2004,2000,,PRODUCTION LICENSE,128,1030536,2834734,3260,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1030536,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=2834734,03.10.2019,03.10.2019,24.01.2020
6608/10-8 Stær,Equinor Energy AS,Included in other discovery,OIL,6608/10-8,Norwegian Sea,URD,02.07.2004,2002,6608/10-6 Svale,PRODUCTION LICENSE,128,2074060,2834734,4439,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2074060,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=2834734,03.10.2019,03.10.2019,24.01.2020
6608/10-9 Lerke,Equinor Energy AS,Included in other discovery,OIL,6608/10-9,Norwegian Sea,URD,29.11.2005,2003,6608/10-6 Svale,PRODUCTION LICENSE,128,2391586,2834734,4668,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2391586,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=2834734,03.10.2019,03.10.2019,24.01.2020
6608/11-2 (Falk),,Production is unlikely,OIL,6608/11-2,Norwegian Sea,,,2000,,,,1340747,,4189,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1340747,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=1340747,03.10.2019,03.10.2019,24.01.2020
6608/11-4 Linerle,,Included in other discovery,OIL,6608/11-4,Norwegian Sea,,,2004,6608/11-2 (Falk),,,2820030,,4939,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2820030,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=2820030,03.10.2019,03.10.2019,24.01.2020
6611/1-1 (Toutatis),Wintershall Dea Norge AS,Production is unlikely,OIL,6611/1-1,Norwegian Sea,,,2019,,PRODUCTION LICENSE,896,35351868,,8887,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=35351868,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=35351868,09.01.2020,09.01.2020,24.01.2020
6705/10-1 (Asterix),Equinor Energy AS,Production in clarification phase,GAS,6705/10-1,Norwegian Sea,,,2009,,PRODUCTION LICENSE,327 B,5466760,,6044,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5466760,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=5466760,09.01.2020,10.01.2020,24.01.2020
6706/11-2 (Gymir),Equinor Energy AS,Production not evaluated,GAS,6706/11-2,Norwegian Sea,,,2015,,PRODUCTION LICENSE,602,26376004,,7709,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=26376004,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=26376004,11.01.2020,11.01.2020,24.01.2020
6706/12-1,Equinor Energy AS,Included in other discovery,GAS,6706/12-1,Norwegian Sea,AASTA HANSTEEN,07.06.2013,2008,6707/10-1 Aasta Hansteen,PRODUCTION LICENSE,218,5010082,23395946,5867,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5010082,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=23395946,03.10.2019,18.11.2019,24.01.2020
6706/12-2 (Snefrid Nord),Equinor Energy AS,Included in other discovery,OIL/GAS,6706/12-2,Norwegian Sea,AASTA HANSTEEN,08.12.2017,2015,6707/10-1 Aasta Hansteen,PRODUCTION LICENSE,218,26311166,23395946,7651,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=26311166,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=23395946,03.10.2019,18.11.2019,24.01.2020
6706/12-3 (Roald Rygg),,Production is unlikely,GAS,6706/12-3,Norwegian Sea,,,2015,,,,26336800,,7666,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=26336800,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=26336800,11.01.2020,11.01.2020,24.01.2020
6706/6-1 (Hvitveis),Wintershall Dea Norge AS,Production is unlikely,GAS,6706/6-1,Norwegian Sea,,,2003,,PRODUCTION LICENSE,847,2450045,,4705,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2450045,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=2450045,09.01.2020,09.01.2020,24.01.2020
6707/10-1 Aasta Hansteen,Equinor Energy AS,Producing,GAS,6707/10-1,Norwegian Sea,AASTA HANSTEEN,07.06.2013,1997,,PRODUCTION LICENSE,218,44954,23395946,3075,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44954,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=23395946,03.10.2019,18.11.2019,24.01.2020
6707/10-2 A,Equinor Energy AS,Production is unlikely,GAS,6707/10-2 A,Norwegian Sea,,,2008,,PRODUCTION LICENSE,218,5125172,,5931,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5125172,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=5125172,03.10.2019,18.11.2019,24.01.2020
6707/10-2 S,Equinor Energy AS,Included in other discovery,GAS,6707/10-2 S,Norwegian Sea,AASTA HANSTEEN,07.06.2013,2008,6707/10-1 Aasta Hansteen,PRODUCTION LICENSE,218,5081127,23395946,5918,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5081127,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=23395946,03.10.2019,18.11.2019,24.01.2020
6707/10-3 S (Ivory),Spirit Energy Norway AS,Production is unlikely,GAS,6707/10-3 S,Norwegian Sea,,,2014,,PRODUCTION LICENSE,528 B,25594096,,7550,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=25594096,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=25594096,09.01.2020,09.01.2020,24.01.2020
7/11-1 Cod,ConocoPhillips Skandinavia AS,Shut down,GAS/CONDENSATE,7/11-1,North Sea,COD,04.05.1973,1968,,PRODUCTION LICENSE,018,44960,43785,149,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44960,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43785,03.10.2019,03.10.2019,24.01.2020
7/11-12 A,,Production is unlikely,GAS,7/11-12 A,North Sea,,,2011,,,,21139643,,6655,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21139643,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=21139643,03.10.2019,03.10.2019,24.01.2020
7/11-5 Mime,Aker BP ASA,Shut down,OIL,7/11-5,North Sea,MIME,06.11.1992,1982,,PRODUCTION LICENSE,907,44966,43792,42,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44966,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43792,11.10.2019,03.10.2019,24.01.2020
7/11-7,ConocoPhillips Skandinavia AS,Included in other discovery,OIL,7/11-7,North Sea,COD,08.10.1984,1983,7/11-1 Cod,PRODUCTION LICENSE,018,23296230,43785,57,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23296230,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43785,03.10.2019,03.10.2019,24.01.2020
7/12-2 Ula,Aker BP ASA,Producing,OIL,7/12-2,North Sea,ULA,30.05.1980,1976,,PRODUCTION LICENSE,019,44972,43800,295,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44972,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43800,03.10.2019,03.01.2020,24.01.2020
7/12-5 (Ula North),Aker BP ASA,Production not evaluated,OIL,7/12-5,North Sea,,,1981,,PRODUCTION LICENSE,019,44978,,299,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44978,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44978,03.10.2019,03.01.2020,24.01.2020
7/7-2 Brynhild,Lundin Norway AS,Shut down,OIL,7/7-2,North Sea,BRYNHILD,11.11.2011,1992,,PRODUCTION LICENSE,148,44984,21123063,1868,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44984,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=21123063,03.10.2019,03.10.2019,24.01.2020
7/8-3 (Krabbe),Aker BP ASA,"Production likely, but unclarified",OIL,7/8-3,North Sea,,,1983,,PRODUCTION LICENSE,907,44990,,28,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44990,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44990,09.01.2020,09.01.2020,24.01.2020
