dscName,cmpLongName,dscCurrentActivityStatus,dscHcType,wlbName,nmaName,fldName,dscDateFromInclInField,dscDiscoveryYear,dscResInclInDiscoveryName,dscOwnerKind,dscOwnerName,dscNpdidDiscovery,fldNpdidField,wlbNpdidWellbore,dscFactPageUrl,dscFactMapUrl,dscDateUpdated,dscDateUpdatedMax,DatesyncNPD
30/7-2,Equinor Energy AS,Included in other discovery,OIL,30/7-2,North Sea,MARTIN LINGE,11.06.2012,1975,30/7-6 Martin Linge,BUSINESS ARRANGEMENT AREA,MARTIN LINGE UNIT,44444,21675447,385,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44444,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=21675447,03.10.2019,03.10.2019,24.01.2020
30/7-6 Martin Linge,Equinor Energy AS,Approved for production,GAS/CONDENSATE,30/7-6 R,North Sea,MARTIN LINGE,11.06.2012,1978,,BUSINESS ARRANGEMENT AREA,MARTIN LINGE UNIT,44450,21675447,507,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44450,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=21675447,03.10.2019,03.10.2019,24.01.2020
30/8-1 S Tune,Equinor Energy AS,Producing,GAS/CONDENSATE,30/8-1 S,North Sea,TUNE,17.12.1999,1995,,PRODUCTION LICENSE,190,44456,853376,2430,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44456,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=853376,03.10.2019,03.10.2019,24.01.2020
30/8-1 SR,Equinor Energy AS,Production is unlikely,GAS/CONDENSATE,30/8-1 SR,North Sea,,,1996,,PRODUCTION LICENSE,190,23465984,,2719,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23465984,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=23465984,03.10.2019,03.10.2019,24.01.2020
30/8-3,Equinor Energy AS,Production is unlikely,GAS,30/8-3,North Sea,,,1998,,PRODUCTION LICENSE,190,45614,,3246,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45614,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=45614,03.10.2019,03.10.2019,24.01.2020
30/8-4 S,Equinor Energy AS,Production is unlikely,OIL,30/8-4 S,North Sea,,,2009,,PRODUCTION LICENSE,190,5466601,,5974,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5466601,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=5466601,03.10.2019,03.10.2019,24.01.2020
30/9-10 Oseberg Sør,Equinor Energy AS,Included in other discovery,OIL,30/9-10,North Sea,OSEBERG SØR,10.06.1997,1990,30/9-3 Oseberg Sør,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44468,43645,1514,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44468,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43645,03.10.2019,03.10.2019,24.01.2020
30/9-13 S Oseberg Sør,Equinor Energy AS,Included in other discovery,OIL/GAS,30/9-13 S,North Sea,OSEBERG SØR,10.06.1997,1991,30/9-3 Oseberg Sør,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44474,43645,1811,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44474,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43645,03.10.2019,03.10.2019,24.01.2020
30/9-15 Oseberg Sør,Equinor Energy AS,Included in other discovery,OIL,30/9-15,North Sea,OSEBERG SØR,10.06.1997,1994,30/9-3 Oseberg Sør,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44480,43645,2223,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44480,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43645,03.10.2019,03.10.2019,24.01.2020
30/9-16 K Oseberg Sør,Equinor Energy AS,Included in other discovery,OIL/GAS,30/9-16,North Sea,OSEBERG SØR,10.06.1997,1994,30/9-3 Oseberg Sør,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44486,43645,2361,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44486,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43645,03.10.2019,03.10.2019,24.01.2020
30/9-19,Equinor Energy AS,Included in other discovery,OIL/GAS,30/9-19,North Sea,OSEBERG,23.09.2005,1998,30/6-1 Oseberg,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,96300,43625,3561,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=96300,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43625,03.10.2019,03.10.2019,24.01.2020
30/9-20 S,Equinor Energy AS,Included in other discovery,OIL,30/9-20 S,North Sea,OSEBERG SØR,25.11.2002,2002,30/9-3 Oseberg Sør,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,2066145,43645,4463,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2066145,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43645,03.10.2019,03.10.2019,24.01.2020
30/9-21 A,Equinor Energy AS,Production is unlikely,OIL,30/9-21 A,North Sea,,,2008,,PRODUCTION LICENSE,104,5010058,,5805,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5010058,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=5010058,03.10.2019,03.10.2019,24.01.2020
30/9-22 Stjerne,Equinor Energy AS,Included in other discovery,OIL/GAS,30/9-22,North Sea,OSEBERG SØR,03.12.2009,2009,30/9-3 Oseberg Sør,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,5490404,43645,6034,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5490404,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43645,03.10.2019,03.10.2019,24.01.2020
30/9-27 S (Parkes),Equinor Energy AS,Included in other discovery,OIL,30/9-27 S,North Sea,OSEBERG,15.12.2015,2015,30/6-1 Oseberg,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,26464991,43625,7522,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=26464991,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43625,03.10.2019,03.10.2019,24.01.2020
30/9-28 S,Equinor Energy AS,Included in other discovery,GAS,30/9-28 S,North Sea,OSEBERG SØR,14.12.2017,2016,30/9-3 Oseberg Sør,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,28123140,43645,7869,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=28123140,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43645,03.10.2019,03.10.2019,24.01.2020
30/9-3 Oseberg Sør,Equinor Energy AS,Producing,OIL,30/9-3,North Sea,OSEBERG SØR,10.06.1997,1984,,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44492,43645,55,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44492,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43645,03.10.2019,03.10.2019,24.01.2020
30/9-4 S Oseberg Sør,Equinor Energy AS,Included in other discovery,OIL/GAS,30/9-4 S,North Sea,OSEBERG SØR,10.06.1997,1985,30/9-3 Oseberg Sør,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44498,43645,452,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44498,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43645,03.10.2019,03.10.2019,24.01.2020
30/9-5 S Oseberg Sør,Equinor Energy AS,Included in other discovery,GAS,30/9-5 S,North Sea,OSEBERG SØR,10.06.1997,1985,30/9-3 Oseberg Sør,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44504,43645,478,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44504,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43645,03.10.2019,03.10.2019,24.01.2020
30/9-6 Oseberg Sør,Equinor Energy AS,Included in other discovery,OIL,30/9-6,North Sea,OSEBERG SØR,10.06.1997,1987,30/9-3 Oseberg Sør,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44510,43645,1027,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44510,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43645,03.10.2019,03.10.2019,24.01.2020
30/9-7 Oseberg Sør,Equinor Energy AS,Included in other discovery,OIL,30/9-7,North Sea,OSEBERG SØR,10.06.1997,1988,30/9-3 Oseberg Sør,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44516,43645,1306,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44516,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43645,03.10.2019,03.10.2019,24.01.2020
30/9-9 Oseberg Sør,Equinor Energy AS,Included in other discovery,OIL,30/9-9,North Sea,OSEBERG SØR,10.06.1997,1989,30/9-3 Oseberg Sør,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44522,43645,1442,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44522,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43645,03.10.2019,03.10.2019,24.01.2020
31/2-1 (Troll Vest),Equinor Energy AS,Producing,OIL/GAS,31/2-1,North Sea,TROLL,18.05.1992,1979,,BUSINESS ARRANGEMENT AREA,TROLL UNIT,44534,46437,398,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44534,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=46437,03.10.2019,03.10.2019,24.01.2020
31/2-N-11 H,Equinor Energy AS,Shut down,OIL,31/2-N-11 H,North Sea,TROLL BRENT B,06.04.2017,2005,,PRODUCTION LICENSE,054,3465918,29398828,5102,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=3465918,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=29398828,03.10.2019,03.10.2019,24.01.2020
31/4-11,Wintershall Dea Norge AS,Included in other discovery,OIL,31/4-11,North Sea,BRAGE,25.11.2002,2000,31/4-3 Brage,BUSINESS ARRANGEMENT AREA,BRAGE UNIT,1626899,43651,4147,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1626899,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43651,18.11.2019,03.01.2020,24.01.2020
31/4-3 Brage,Wintershall Dea Norge AS,Producing,OIL,31/4-3,North Sea,BRAGE,29.03.1990,1980,,BUSINESS ARRANGEMENT AREA,BRAGE UNIT,44546,43651,402,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44546,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43651,18.11.2019,03.01.2020,24.01.2020
31/4-A-1-A,Wintershall Dea Norge AS,Included in other discovery,OIL,31/4-A-1 A,North Sea,BRAGE,08.12.2008,2008,31/4-3 Brage,BUSINESS ARRANGEMENT AREA,BRAGE UNIT,5081894,43651,5843,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5081894,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43651,18.11.2019,03.01.2020,24.01.2020
31/4-A-30 B,Wintershall Dea Norge AS,Included in other discovery,OIL,31/4-A-30 B,North Sea,BRAGE,23.04.2004,2004,31/4-3 Brage,BUSINESS ARRANGEMENT AREA,BRAGE UNIT,2820014,43651,4890,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2820014,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43651,18.11.2019,03.01.2020,24.01.2020
31/6-1 (Troll Øst),Equinor Energy AS,Producing,OIL/GAS,31/6-1,North Sea,TROLL,15.12.1986,1983,,BUSINESS ARRANGEMENT AREA,TROLL UNIT,44552,46437,22,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44552,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=46437,03.10.2019,03.10.2019,24.01.2020
31/7-1 (Brasse),DNO Norge AS,Production in clarification phase,OIL/GAS,31/7-1,North Sea,,,2016,,PRODUCTION LICENSE,740,28222384,,7954,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=28222384,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=28222384,03.01.2020,03.01.2020,24.01.2020
33/12-1 Statfjord,Equinor Energy AS,Producing,OIL,33/12-1,North Sea,STATFJORD,16.06.1976,1974,,BUSINESS ARRANGEMENT AREA,STATFJORD UNIT,44558,43658,417,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44558,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43658,03.10.2019,12.12.2019,24.01.2020
33/12-8 A Skinfaks,Equinor Energy AS,Included in other discovery,OIL/GAS,33/12-8 A,North Sea,GULLFAKS SØR,11.02.2005,2002,34/10-2 Gullfaks Sør,PRODUCTION LICENSE,050,2074147,43699,4532,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2074147,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43699,03.10.2019,03.10.2019,24.01.2020
33/12-8 S Skinfaks,Equinor Energy AS,Included in other discovery,OIL/GAS,33/12-8 S,North Sea,GULLFAKS SØR,11.02.2005,2002,34/10-2 Gullfaks Sør,PRODUCTION LICENSE,050,2074087,43699,4493,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2074087,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43699,03.10.2019,03.10.2019,24.01.2020
33/12-9 S (Skinfaks Sør),Equinor Energy AS,Included in other discovery,OIL,33/12-9 S,North Sea,GULLFAKS SØR,08.12.2016,2012,34/10-2 Gullfaks Sør,PRODUCTION LICENSE,050,21334454,43699,6729,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21334454,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43699,03.10.2019,03.10.2019,24.01.2020
33/2-2 S (Morkel),Suncor Energy Norge AS,Production is unlikely,OIL,33/2-2 S,North Sea,,,2015,,PRODUCTION LICENSE,993,26375958,,7630,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=26375958,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=26375958,03.10.2019,03.10.2019,24.01.2020
33/9  Murchison,,Shut down,OIL,?,North Sea,MURCHISON,15.12.1976,1975,,,,44570,43665,0,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44570,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43665,03.10.2019,03.10.2019,24.01.2020
33/9-19 S Sygna,Equinor Energy AS,Producing,OIL,33/9-19 S,North Sea,SYGNA,30.04.1999,1996,,BUSINESS ARRANGEMENT AREA,SYGNA UNIT,44564,104718,2830,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44564,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=104718,03.10.2019,11.12.2019,24.01.2020
33/9-6 DELTA,,Shut down,OIL,33/9-6,North Sea,,,1976,,,,44576,,411,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44576,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44576,03.10.2019,03.10.2019,24.01.2020
33/9-7 Statfjord Øst,Equinor Energy AS,Producing,OIL,33/9-7,North Sea,STATFJORD ØST,11.12.1990,1976,,BUSINESS ARRANGEMENT AREA,STATFJORD ØST UNIT,44582,43672,412,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44582,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43672,03.10.2019,12.12.2019,24.01.2020
33/9-8 Statfjord Nord,Equinor Energy AS,Producing,OIL,33/9-8,North Sea,STATFJORD NORD,11.12.1990,1977,,PRODUCTION LICENSE,037,44588,43679,413,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44588,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43679,03.10.2019,12.12.2019,24.01.2020
34/10-1 Gullfaks,Equinor Energy AS,Producing,OIL,34/10-1,North Sea,GULLFAKS,09.10.1981,1978,,PRODUCTION LICENSE,050,44594,43686,424,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44594,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43686,03.10.2019,03.10.2019,24.01.2020
34/10-17 Rimfaks,Equinor Energy AS,Included in other discovery,OIL/GAS,34/10-17,North Sea,GULLFAKS SØR,06.03.2000,1983,34/10-2 Gullfaks Sør,PRODUCTION LICENSE,050,44600,43699,5,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44600,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43699,03.10.2019,03.10.2019,24.01.2020
34/10-2 Gullfaks Sør,Equinor Energy AS,Producing,OIL/GAS,34/10-2,North Sea,GULLFAKS SØR,29.03.1996,1978,,PRODUCTION LICENSE,050,44606,43699,425,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44606,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43699,03.10.2019,03.10.2019,24.01.2020
34/10-23 Valemon,Equinor Energy AS,Producing,GAS/CONDENSATE,34/10-23,North Sea,VALEMON,09.06.2011,1985,,BUSINESS ARRANGEMENT AREA,VALEMON UNIT,44618,20460969,476,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44618,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=20460969,03.10.2019,04.12.2019,24.01.2020
34/10-34 Gullfaks Vest,Equinor Energy AS,Included in other discovery,OIL,34/10-34,North Sea,GULLFAKS,06.03.2000,1991,34/10-1 Gullfaks,PRODUCTION LICENSE,050,44624,43686,1747,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44624,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43686,03.10.2019,03.10.2019,24.01.2020
34/10-37 Gullveig,Equinor Energy AS,Included in other discovery,OIL/GAS,34/10-37,North Sea,GULLFAKS SØR,06.03.2000,1995,34/10-2 Gullfaks Sør,PRODUCTION LICENSE,050,44630,43699,2431,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44630,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43699,03.10.2019,03.10.2019,24.01.2020
34/10-40 S,Equinor Energy AS,Production is unlikely,GAS,34/10-40 S,North Sea,,,1995,,PRODUCTION LICENSE,050,44636,,2634,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44636,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44636,03.10.2019,03.10.2019,24.01.2020
34/10-43 S,Equinor Energy AS,Included in other discovery,OIL,34/10-43 S,North Sea,GULLFAKS SØR,23.11.2001,2001,34/10-2 Gullfaks Sør,PRODUCTION LICENSE,050,1628630,43699,4247,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1628630,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43699,03.10.2019,03.10.2019,24.01.2020
34/10-44 S (Rimfaks Lunde),Equinor Energy AS,Included in other discovery,OIL/GAS,34/10-44 S,North Sea,GULLFAKS SØR,29.11.2001,2001,34/10-2 Gullfaks Sør,PRODUCTION LICENSE,050,1630418,43699,4422,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1630418,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43699,03.10.2019,03.10.2019,24.01.2020
34/10-45 B,Equinor Energy AS,Included in other discovery,GAS/CONDENSATE,34/10-45 B,North Sea,GULLFAKS,03.02.2004,2003,34/10-1 Gullfaks,PRODUCTION LICENSE,050,2482767,43686,4824,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2482767,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43686,03.10.2019,03.10.2019,24.01.2020
34/10-45 S,Equinor Energy AS,Included in other discovery,GAS/CONDENSATE,34/10-45 S,North Sea,GULLFAKS,27.02.2002,2002,34/10-1 Gullfaks,PRODUCTION LICENSE,050,1853762,43686,4450,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1853762,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43686,03.10.2019,03.10.2019,24.01.2020
34/10-46 A,Equinor Energy AS,Included in other discovery,OIL/GAS,34/10-46 A,North Sea,GULLFAKS,25.11.2002,2002,34/10-1 Gullfaks,PRODUCTION LICENSE,050,2066044,43686,4500,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2066044,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43686,03.10.2019,03.10.2019,24.01.2020
34/10-46 S,Equinor Energy AS,Included in other discovery,GAS,34/10-46 S,North Sea,GULLFAKS,01.01.2003,2002,34/10-46 A,PRODUCTION LICENSE,050,23296579,43686,4489,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23296579,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43686,03.10.2019,03.10.2019,24.01.2020
34/10-47 S Gulltopp,Equinor Energy AS,Included in other discovery,OIL,34/10-47 S,North Sea,GULLFAKS SØR,07.11.2004,2002,34/10-2 Gullfaks Sør,PRODUCTION LICENSE,050,2144184,43699,4609,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2144184,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43699,03.10.2019,03.10.2019,24.01.2020
34/10-48 S Gimle,Equinor Energy AS,Producing,OIL,34/10-48 S,North Sea,GIMLE,18.05.2006,2004,,BUSINESS ARRANGEMENT AREA,GIMLE UNIT,3000688,4005142,4902,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=3000688,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=4005142,03.10.2019,03.10.2019,24.01.2020
34/10-49 S (Alun),Equinor Energy AS,Included in other discovery,OIL,34/10-49 S,North Sea,GULLFAKS SØR,30.11.2006,2006,34/10-2 Gullfaks Sør,PRODUCTION LICENSE,050,4038603,43699,5140,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4038603,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43699,03.10.2019,03.10.2019,24.01.2020
34/10-49 S (Epidot),Equinor Energy AS,Included in other discovery,OIL,34/10-49 S,North Sea,GULLFAKS SØR,30.11.2006,2006,34/10-2 Gullfaks Sør,PRODUCTION LICENSE,050,4038668,43699,5140,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4038668,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43699,03.10.2019,03.10.2019,24.01.2020
34/10-52 A,Equinor Energy AS,Included in other discovery,GAS,34/10-52 A,North Sea,GULLFAKS SØR,11.12.2014,2011,34/10-2 Gullfaks Sør,PRODUCTION LICENSE,050,21060702,43699,6657,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21060702,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43699,03.10.2019,03.10.2019,24.01.2020
34/10-52 B,Equinor Energy AS,Included in other discovery,OIL/GAS,34/10-52 B,North Sea,GULLFAKS SØR,11.12.2014,2011,34/10-2 Gullfaks Sør,PRODUCTION LICENSE,050,21060720,43699,6658,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21060720,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43699,03.10.2019,03.10.2019,24.01.2020
34/10-53 A,Equinor Energy AS,Included in other discovery,GAS/CONDENSATE,34/10-53 A,North Sea,GULLFAKS SØR,12.12.2013,2011,34/10-2 Gullfaks Sør,PRODUCTION LICENSE,050,20474194,43699,6495,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=20474194,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43699,03.10.2019,03.10.2019,24.01.2020
